crime_group,source_feature,normalized_feature,canonical_feature,mapping_status,mapping_notes
WOMEN,WOMEN_Attempt to Acid Attack,ATTEMPT_TO_ACID_ATTACK,ATTEMPT_TO_ACID_ATTACK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Attempt to commit Culpable Homicide,ATTEMPT_TO_COMMIT_CULPABLE_HOMICIDE,ATTEMPT_TO_COMMIT_CULPABLE_HOMICIDE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Attempt to commit Murder,ATTEMPT_TO_COMMIT_MURDER,ATTEMPT_TO_COMMIT_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Attempt to commit Rape,ATTEMPT_TO_COMMIT_RAPE,ATTEMPT_TO_COMMIT_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_At Office premises,AT_OFFICE_PREMISES,AT_OFFICE_PREMISES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Causing miscarriage without consent of women,CAUSING_MISCARRIAGE_WITHOUT_CONSENT_OF_WOMEN,CAUSING_MISCARRIAGE_WITHOUT_CONSENT_OF_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,"WOMEN_Commission of Sati Prevention Act, 1987",COMMISSION_OF_SATI_PREVENTION_ACT_1987,COMMISSION_OF_SATI_PREVENTION_ACT_1987,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Cruelty by Husband or his Relatives,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Culpable Homicide not amounting to Murder,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Custodial_Gang Rape,CUSTODIAL_GANG_RAPE,CUSTODIAL_GANG_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Custodial_Other Rape,CUSTODIAL_OTHER_RAPE,CUSTODIAL_OTHER_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Custodial Rape,CUSTODIAL_RAPE,CUSTODIAL_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Dacoity_Total,DACOITY_TOTAL,DACOITY_TOTAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Dacoity with Murder,DACOITY_WITH_MURDER,DACOITY_WITH_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Deaths caused with intent to cause miscarriage,DEATHS_CAUSED_WITH_INTENT_TO_CAUSE_MISCARRIAGE,DEATHS_CAUSED_WITH_INTENT_TO_CAUSE_MISCARRIAGE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Dowry Deaths,DOWRY_DEATHS,DOWRY_DEATHS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,"WOMEN_Dowry Prohibition Act, 1961",DOWRY_PROHIBITION_ACT_1961,DOWRY_PROHIBITION_ACT_1961,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Grievous Hurt,GRIEVOUS_HURT,GRIEVOUS_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_HumanTrafficking,HUMANTRAFFICKING,HUMANTRAFFICKING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Hurt,HURT,HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Immoral Traffic Prevention Act,IMMORAL_TRAFFIC_PREVENTION_ACT,IMMORAL_TRAFFIC_PREVENTION_ACT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Importation of Girls,IMPORTATION_OF_GIRLS,IMPORTATION_OF_GIRLS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Importation of Girls from Foreign Country,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRY,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,"WOMEN_Indecent Representation of Women (P) Act, 1986",INDECENT_REPRESENTATION_OF_WOMEN_P_ACT_1986,INDECENT_REPRESENTATION_OF_WOMEN_P_ACT_1986,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Insult to modesty of Women,INSULT_TO_MODESTY_OF_WOMEN,INSULT_TO_MODESTY_OF_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Insult to the Modesty of Women_Total,INSULT_TO_THE_MODESTY_OF_WOMEN_TOTAL,INSULT_TO_THE_MODESTY_OF_WOMEN_TOTAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_In other Places,IN_OTHER_PLACES,IN_OTHER_PLACES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_In places related to work,IN_PLACES_RELATED_TO_WORK,IN_PLACES_RELATED_TO_WORK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_In Public Transport system,IN_PUBLIC_TRANSPORT_SYSTEM,IN_PUBLIC_TRANSPORT_SYSTEM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_ITP Under Other Sections,ITP_UNDER_OTHER_SECTIONS,ITP_UNDER_OTHER_SECTIONS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_ITP Under Section 5,ITP_UNDER_SECTION_5,ITP_UNDER_SECTION_5,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_ITP Under Section 6,ITP_UNDER_SECTION_6,ITP_UNDER_SECTION_6,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_ITP Under Section 7,ITP_UNDER_SECTION_7,ITP_UNDER_SECTION_7,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_ITP Under Section 8,ITP_UNDER_SECTION_8,ITP_UNDER_SECTION_8,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Kidnaping & Abduction,KIDNAPING_ABDUCTION,KIDNAPING_ABDUCTION,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Kidnaping & Abduction in order to Murder,KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Kidnaping & Abduction_Others,KIDNAPING_ABDUCTION_OTHERS,KIDNAPING_ABDUCTION_OTHERS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Kidnapping & Abduction of Women to compel her for marriage,KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Kidnapping & Abduction_Total,KIDNAPPING_ABDUCTION_TOTAL,KIDNAPPING_ABDUCTION_TOTAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Kidnapping and Abduction,KIDNAPPING_AND_ABDUCTION,KIDNAPPING_AND_ABDUCTION,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Kidnapping for Ransom,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Murder,MURDER,MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Others,OTHERS,OTHERS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Other Dacoity,OTHER_DACOITY,OTHER_DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Other IPC Crimes,OTHER_IPC_CRIMES,OTHER_IPC_CRIMES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Other SLL Crimes against Women,OTHER_SLL_CRIMES_AGAINST_WOMEN,OTHER_SLL_CRIMES_AGAINST_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,"WOMEN_Protection of Women from Domestic Violence Act, 2005",PROTECTION_OF_WOMEN_FROM_DOMESTIC_VIOLENCE_ACT_2005,PROTECTION_OF_WOMEN_FROM_DOMESTIC_VIOLENCE_ACT_2005,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Rape,RAPE,RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Rape_Gang Rape,RAPE_GANG_RAPE,RAPE_GANG_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Rape_Others,RAPE_OTHERS,RAPE_OTHERS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Rape other than Custodial,RAPE_OTHER_THAN_CUSTODIAL,RAPE_OTHER_THAN_CUSTODIAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Robbery,ROBBERY,ROBBERY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Sexual Harassment,SEXUAL_HARASSMENT,SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Stalking,STALKING,STALKING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Total Crimes against Women,TOTAL_CRIMES_AGAINST_WOMEN,TOTAL_CRIMES_AGAINST_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_UnNatural Offences,UNNATURAL_OFFENCES,UNNATURAL_OFFENCES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Voyeurism,VOYEURISM,VOYEURISM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
